Collection_Sample,gDNA_Sample,Babesia_sp,Babesia_sp_Coco,Babesia_odocoieli,Borrelia_lonestari,Cryptoplasma_sp,Cytauxozoon_felis,Ehrlichia_chaffeensis,Ehrlichia_ewingii,Ehrlichia_sp_PanolaMountain,Hepatozoon_sp_A,Hepatozoon_sp_B,Rickettsia_amblyommatis,Rickettsia_andeanae,Rickettsia_parkeri,Rickettsia_rhiphicephali,Rickettsia_sp_Iaff,Rickettsia_sp_Iscap,Theileria_cervi
AA1038,NymAA554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1039,NymAA555,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
AA1040,NymAA556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1041,NymAA557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1042,NymAA558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1043,NymAA559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1044,NymAA560,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1045,NymAA561,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1047,NymAA562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1231,NymAA563,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1232,NymAA564,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1233,NymAA565,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1234,NymAA566,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1235,NymAA567,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1236,NymAA568,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1237,NymAA569,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1500,NymAA570,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1501,NymAA571,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1515,NymAA572,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1516,NymAA573,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1517,NymAA574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1657,NymAA575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1658,NymAA576,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1659,NymAA577,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
AA1660,NymAA578,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
