Collection_Sample,gDNA_Sample,Babesia_sp,Babesia_sp_Coco,Babesia_odocoieli,Borrelia_lonestari,Cryptoplasma_sp,Cytauxozoon_felis,Ehrlichia_chaffeensis,Ehrlichia_ewingii,Ehrlichia_sp_PanolaMountain,Hepatozoon_sp_A,Hepatozoon_sp_B,Rickettsia_amblyommatis,Rickettsia_andeanae,Rickettsia_parkeri,Rickettsia_rhiphicephali,Rickettsia_sp_Iaff,Rickettsia_sp_Iscap,Theileria_cervi
AA1025,AduAA460,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1026,AduAA461,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AA1027,AduAA462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1028,AduAA463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1029,AduAA464,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1030,AduAA465,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1031,AduAA466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1032,AduAA467,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1033,AduAA468,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1227,AduAA469,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1228,AduAA470,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1229,AduAA471,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1230,AduAA472,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1495,AduAA473,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
AA1496,AduAA474,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1497,AduAA475,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1498,AduAA476,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1499,AduAA477,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1510,AduAA478,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1511,AduAA479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1512,AduAA480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1513,AduAA481,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1514,AduAA482,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1646,AduAA483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1647,AduAA484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1648,AduAA485,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1649,AduAA486,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1650,AduAA487,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1651,AduAA488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1652,AduAA489,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1653,AduAA490,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1654,AduAA491,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1655,AduAA492,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1656,AduAA493,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA605,AduAA494,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA730,AduAA495,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA731,AduAA496,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1279,AduAA497,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1046,AduAA498,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA142,NymAA01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA143,NymAA02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA146,NymAA03,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA150,NymAA04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA151,NymAA05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA152,NymAA06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA153,NymAA07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA154,NymAA08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA257,NymAA09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA319,NymAA10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA320,NymAA11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA321,NymAA12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
AA360,NymAA13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA361,NymAA14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA362,NymAA15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA363,NymAA16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA364,NymAA17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA365,NymAA18,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA366,NymAA19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA367,NymAA20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA368,NymAA21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA369,NymAA22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA370,NymAA23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA372,NymAA24,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
AA386,NymAA25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA387,NymAA26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA388,NymAA27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA389,NymAA28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA390,NymAA29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
AA391,NymAA30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA392,NymAA31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA553,NymAA32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA554,NymAA33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA771,NymAA34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA774,NymAA35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA775,NymAA36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA778,NymAA37,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA779,NymAA38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA780,NymAA39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA781,NymAA40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA782,NymAA41,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA783,NymAA42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA784,NymAA43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA785,NymAA44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA787,NymAA45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA788,NymAA46,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA789,NymAA47,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA790,NymAA48,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA791,NymAA49,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA792,NymAA50,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA793,NymAA51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA794,NymAA52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA795,NymAA53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA796,NymAA54,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA797,NymAA55,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA798,NymAA56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA799,NymAA57,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA800,NymAA58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA801,NymAA59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA802,NymAA60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA803,NymAA61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA804,NymAA62,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA805,NymAA63,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA806,NymAA64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA807,NymAA65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA914,NymAA66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA915,NymAA67,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA916,NymAA68,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA917,NymAA69,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1008,NymAA70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1011,NymAA71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1012,NymAA72,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1013,NymAA73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1014,NymAA74,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1049,NymAA75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1092,NymAA76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1093,NymAA77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AA1096,NymAA78,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1097,NymAA79,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1098,NymAA80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1240,NymAA81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1241,NymAA82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1242,NymAA83,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1243,NymAA84,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
AA1244,NymAA85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1245,NymAA86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1246,NymAA87,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1247,NymAA88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1248,NymAA89,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1249,NymAA90,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1382,NymAA91,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1383,NymAA92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1575,NymAA93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1576,NymAA94,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1579,NymAA95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
AA1580,NymAA96,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1581,NymAA97,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1600,NymAA98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1601,NymAA99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AA104,NymAA100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1665,NymAA101,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1666,NymAA102,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1007,NymAA103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA144,NymAA104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA145,NymAA105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA639,NymAA106,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1238,NymAA107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1239,NymAA108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1663,NymAA109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA640,NymAA110,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
AA156,NymAA111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA231,NymAA112,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA232,NymAA113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA233,NymAA114,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA558,NymAA115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA559,NymAA116,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA560,NymAA117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA561,NymAA118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA562,NymAA119,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA563,NymAA120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA564,NymAA121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA565,NymAA122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA566,NymAA123,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA567,NymAA124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA568,NymAA125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA569,NymAA126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA570,NymAA127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA571,NymAA128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA636,NymAA129,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA637,NymAA130,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA638,NymAA131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA992,NymAA132,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA993,NymAA133,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA994,NymAA134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA995,NymAA135,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA996,NymAA136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA997,NymAA137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA998,NymAA138,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA999,NymAA139,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1000,NymAA140,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1001,NymAA141,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1002,NymAA142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1003,NymAA143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1004,NymAA144,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1005,NymAA145,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1006,NymAA146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1271,NymAA147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1272,NymAA148,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1273,NymAA149,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AA1274,NymAA150,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1275,NymAA151,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1276,NymAA152,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1508,NymAA153,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1509,NymAA154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA3,NymAA155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA20,NymAA156,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA21,NymAA157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA22,NymAA158,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA149,NymAA159,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA310,NymAA160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA311,NymAA161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA312,NymAA162,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA313,NymAA163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA314,NymAA164,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA315,NymAA165,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA353,NymAA166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AA354,NymAA167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA355,NymAA168,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA356,NymAA169,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA756,NymAA170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA757,NymAA171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA758,NymAA172,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
AA759,NymAA173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA760,NymAA174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA761,NymAA175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA762,NymAA176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA763,NymAA177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA764,NymAA178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA765,NymAA179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA766,NymAA180,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA767,NymAA181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA768,NymAA182,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA769,NymAA183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1019,NymAA184,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1020,NymAA185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1021,NymAA186,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1257,NymAA187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1258,NymAA188,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
AA1259,NymAA189,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1260,NymAA190,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1667,NymAA191,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1668,NymAA192,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1669,NymAA193,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA8,NymAA194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA9,NymAA195,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA343,NymAA196,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA344,NymAA197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA345,NymAA198,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA346,NymAA199,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA347,NymAA200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AA348,NymAA201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA349,NymAA202,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA350,NymAA203,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1464,NymAA204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1465,NymAA205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1466,NymAA206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1485,NymAA207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1486,NymAA208,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1487,NymAA209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1488,NymAA210,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1489,NymAA211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1490,NymAA212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1491,NymAA213,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1492,NymAA214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1493,NymAA215,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA65,NymAA216,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
AA48,NymAA217,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA49,NymAA218,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA50,NymAA219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA51,NymAA220,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
AA52,NymAA221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA53,NymAA222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA54,NymAA223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA55,NymAA224,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA56,NymAA225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA57,NymAA226,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA58,NymAA227,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA59,NymAA228,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
AA169,NymAA229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA170,NymAA230,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA171,NymAA231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA172,NymAA232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA173,NymAA233,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA174,NymAA234,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA194,NymAA235,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA195,NymAA236,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA196,NymAA237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA197,NymAA238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA198,NymAA239,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AA199,NymAA240,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA591,NymAA241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA586,NymAA242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA587,NymAA243,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA588,NymAA244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA589,NymAA245,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AA590,NymAA246,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
AA620,NymAA247,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA621,NymAA248,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA622,NymAA249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA623,NymAA250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA624,NymAA251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA625,NymAA252,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
AA920,NymAA253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA921,NymAA254,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA922,NymAA255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA923,NymAA256,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA924,NymAA257,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
